labelIndex,modelLabel,scientificName,taxonClass
1843,Dactylortyx thoracicus,Dactylortyx thoracicus,Aves
1844,Daphoenositta chrysoptera,Daphoenositta chrysoptera,Aves
1845,Daption capense,Daption capense,Aves
1846,Daptrius ater,Daptrius ater,Aves
1847,Dasylophus cumingi,Dasylophus cumingi,Aves
1848,Dasyornis brachypterus,Dasyornis brachypterus,Aves
1849,Dasyornis broadbenti,Dasyornis broadbenti,Aves
1850,Dasyornis longirostris,Dasyornis longirostris,Aves
1851,Deconychura longicauda,Deconychura longicauda,Aves
1852,Delichon dasypus,Delichon dasypus,Aves
1853,Delichon urbicum,Delichon urbicum,Aves
1854,Dendragapus fuliginosus,Dendragapus fuliginosus,Aves
1855,Dendragapus obscurus,Dendragapus obscurus,Aves
1856,Dendrexetastes rufigula,Dendrexetastes rufigula,Aves
1857,Dendrocincla anabatina,Dendrocincla anabatina,Aves
1858,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Aves
1859,Dendrocincla homochroa,Dendrocincla homochroa,Aves
1860,Dendrocincla merula,Dendrocincla merula,Aves
1861,Dendrocincla turdina,Dendrocincla turdina,Aves
1862,Dendrocincla tyrannina,Dendrocincla tyrannina,Aves
1863,Dendrocitta cinerascens,Dendrocitta cinerascens,Aves
1864,Dendrocitta formosae,Dendrocitta formosae,Aves
1865,Dendrocitta leucogastra,Dendrocitta leucogastra,Aves
1866,Dendrocitta vagabunda,Dendrocitta vagabunda,Aves
1867,Dendrocolaptes certhia,Dendrocolaptes certhia,Aves
1868,Dendrocolaptes picumnus,Dendrocolaptes picumnus,Aves
1869,Dendrocolaptes platyrostris,Dendrocolaptes platyrostris,Aves
1870,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,Aves
1871,Dendrocopos analis,Dendrocopos analis,Aves
1872,Dendrocopos darjellensis,Dendrocopos darjellensis,Aves
1873,Dendrocopos himalayensis,Dendrocopos himalayensis,Aves
1874,Dendrocopos hyperythrus,Dendrocopos hyperythrus,Aves
1875,Dendrocopos leucopterus,Dendrocopos leucopterus,Aves
1876,Dendrocopos leucotos,Dendrocopos leucotos,Aves
1877,Dendrocopos macei,Dendrocopos macei,Aves
1878,Dendrocopos major,Dendrocopos major,Aves
1879,Dendrocopos syriacus,Dendrocopos syriacus,Aves
1880,Dendrocoptes auriceps,Dendrocoptes auriceps,Aves
1881,Dendrocoptes medius,Dendrocoptes medius,Aves
1882,Dendrocygna arcuata,Dendrocygna arcuata,Aves
1883,Dendrocygna autumnalis,Dendrocygna autumnalis,Aves
1884,Dendrocygna bicolor,Dendrocygna bicolor,Aves
1885,Dendrocygna eytoni,Dendrocygna eytoni,Aves
1886,Dendrocygna javanica,Dendrocygna javanica,Aves
1887,Dendrocygna viduata,Dendrocygna viduata,Aves
1888,Dendroma erythroptera,Dendroma erythroptera,Aves
1889,Dendroma rufa,Dendroma rufa,Aves
1890,Dendronanthus indicus,Dendronanthus indicus,Aves
1891,Dendroplex picus,Dendroplex picus,Aves
1892,Dendrortyx barbatus,Dendrortyx barbatus,Aves
1893,Dendrortyx leucophrys,Dendrortyx leucophrys,Aves
1894,Dendrortyx macroura,Dendrortyx macroura,Aves
1895,Deroptyus accipitrinus,Deroptyus accipitrinus,Aves
1896,Dicaeum aeneum,Dicaeum aeneum,Aves
1897,Dicaeum agile,Pachyglossa agilis,Aves
1898,Dicaeum australe,Dicaeum australe,Aves
1899,Dicaeum chrysorrheum,Pachyglossa chrysorrhea,Aves
1900,Dicaeum concolor,Dicaeum concolor,Aves
1901,Dicaeum cruentatum,Dicaeum cruentatum,Aves
1902,Dicaeum erythrorhynchos,Dicaeum erythrorhynchos,Aves
1903,Dicaeum hirundinaceum,Dicaeum hirundinaceum,Aves
1904,Dicaeum ignipectus,Dicaeum ignipectus,Aves
1905,Dicaeum minullum,Dicaeum minullum,Aves
1906,Dicaeum pygmaeum,Dicaeum pygmaeum,Aves
1907,Dicaeum trigonostigma,Dicaeum trigonostigma,Aves
1908,Dicaeum tristrami,Dicaeum tristrami,Aves
1909,Dichrozona cincta,Dichrozona cincta,Aves
1910,Dicrurus adsimilis,Dicrurus adsimilis,Aves
1911,Dicrurus aeneus,Dicrurus aeneus,Aves
1912,Dicrurus andamanensis,Dicrurus andamanensis,Aves
1913,Dicrurus annectens,Dicrurus annectens,Aves
1914,Dicrurus atripennis,Dicrurus atripennis,Aves
1915,Dicrurus balicassius,Dicrurus balicassius,Aves
1916,Dicrurus bracteatus,Dicrurus bracteatus,Aves
1917,Dicrurus caerulescens,Dicrurus caerulescens,Aves
1918,Dicrurus divaricatus,,
1919,Dicrurus forficatus,Dicrurus forficatus,Aves
1920,Dicrurus hottentottus,Dicrurus hottentottus,Aves
1921,Dicrurus leucophaeus,Dicrurus leucophaeus,Aves
1922,Dicrurus ludwigii,Dicrurus ludwigii,Aves
1923,Dicrurus macrocercus,Dicrurus macrocercus,Aves
1924,Dicrurus montanus,Dicrurus montanus,Aves
1925,Dicrurus paradiseus,Dicrurus paradiseus,Aves
1926,Dicrurus remifer,Dicrurus remifer,Aves
1927,Diglossa albilatera,Diglossa albilatera,Aves
1928,Diglossa baritula,Diglossa baritula,Aves
1929,Diglossa brunneiventris,Diglossa brunneiventris,Aves
1930,Diglossa caerulescens,Diglossa caerulescens,Aves
1931,Diglossa cyanea,Diglossa cyanea,Aves
1932,Diglossa glauca,Diglossa glauca,Aves
1933,Diglossa gloriosissima,Diglossa gloriosissima,Aves
1934,Diglossa humeralis,Diglossa humeralis,Aves
1935,Diglossa indigotica,Diglossa indigotica,Aves
1936,Diglossa lafresnayii,Diglossa lafresnayii,Aves
1937,Diglossa mystacalis,Diglossa mystacalis,Aves
1938,Diglossa plumbea,Diglossa plumbea,Aves
1939,Diglossa sittoides,Diglossa sittoides,Aves
1940,Dinemellia dinemelli,Dinemellia dinemelli,Aves
1941,Dinopium benghalense,Dinopium benghalense,Aves
1942,Dinopium javanense,Dinopium javanense,Aves
1943,Dinopium rafflesii,Gecinulus rafflesii,Aves
1944,Diomedea exulans,Diomedea exulans,Aves
1945,Diopsittaca nobilis,Diopsittaca nobilis,Aves
1946,Diuca diuca,Diuca diuca,Aves
1947,Dives dives,Dives dives,Aves
1948,Dives warczewiczi,Dives warczewiczi,Aves
1949,Dog,,
1950,Dolichonyx oryzivorus,Dolichonyx oryzivorus,Aves
1951,Donacobius atricapilla,Donacobius atricapilla,Aves
1952,Donacospiza albifrons,Donacospiza albifrons,Aves
1953,Doryfera ludovicae,Doryfera ludovicae,Aves
1954,Drepanis coccinea,Drepanis coccinea,Aves
1955,Drepanornis albertisi,Drepanornis albertisi,Aves
1956,Dromas ardeola,Dromas ardeola,Aves
1957,Dromococcyx pavoninus,Dromococcyx pavoninus,Aves
1958,Dromococcyx phasianellus,Dromococcyx phasianellus,Aves
1959,Drymodes brunneopygia,Drymodes brunneopygia,Aves
1960,Drymophila caudata,Drymophila caudata,Aves
1961,Drymophila devillei,Drymophila devillei,Aves
1962,Drymophila ferruginea,Drymophila ferruginea,Aves
1963,Drymophila genei,Drymophila genei,Aves
1964,Drymophila hellmayri,Drymophila hellmayri,Aves
1965,Drymophila klagesi,Drymophila klagesi,Aves
1966,Drymophila malura,Drymophila malura,Aves
1967,Drymophila ochropyga,Drymophila ochropyga,Aves
1968,Drymophila rubricollis,Drymophila rubricollis,Aves
1969,Drymophila squamata,Drymophila squamata,Aves
1970,Drymophila striaticeps,Drymophila striaticeps,Aves
1971,Drymornis bridgesii,Drymornis bridgesii,Aves
1972,Dryobates affinis,Veniliornis affinis,Aves
1973,Dryobates albolarvatus,Leuconotopicus albolarvatus,Aves
1974,Dryobates arizonae,Leuconotopicus arizonae,Aves
1975,Dryobates borealis,Leuconotopicus borealis,Aves
1976,Dryobates callonotus,Veniliornis callonotus,Aves
1977,Dryobates cassini,Veniliornis cassini,Aves
1978,Dryobates cathpharius,Dryobates cathpharius,Aves
1979,Dryobates dignus,Veniliornis dignus,Aves
1980,Dryobates frontalis,Veniliornis frontalis,Aves
1981,Dryobates fumigatus,Leuconotopicus fumigatus,Aves
1982,Dryobates kirkii,Veniliornis kirkii,Aves
1983,Dryobates lignarius,Veniliornis lignarius,Aves
1984,Dryobates maculifrons,Veniliornis maculifrons,Aves
1985,Dryobates minor,Dryobates minor,Aves
1986,Dryobates mixtus,Veniliornis mixtus,Aves
1987,Dryobates nigriceps,Veniliornis nigriceps,Aves
1988,Dryobates nuttallii,Dryobates nuttallii,Aves
1989,Dryobates passerinus,Veniliornis passerinus,Aves
1990,Dryobates pubescens,Dryobates pubescens,Aves
1991,Dryobates scalaris,Dryobates scalaris,Aves
1992,Dryobates spilogaster,Veniliornis spilogaster,Aves
1993,Dryobates stricklandi,Leuconotopicus stricklandi,Aves
1994,Dryobates villosus,Leuconotopicus villosus,Aves
1995,Dryocopus javensis,Dryocopus javensis,Aves
1996,Dryocopus lineatus,Dryocopus lineatus,Aves
1997,Dryocopus martius,Dryocopus martius,Aves
1998,Dryocopus pileatus,Dryocopus pileatus,Aves
1999,Dryocopus schulzii,Dryocopus schulzii,Aves
2000,Dryolimnas cuvieri,Dryolimnas cuvieri,Aves
2001,Dryophytes andersonii,Dryophytes andersonii,Aves
2002,Dryophytes arenicolor,,
2003,Dryophytes avivoca,,
2004,Dryophytes chrysoscelis,Dryophytes chrysoscelis,Aves
2005,Dryophytes cinereus,Dryophytes cinereus,Aves
2006,Dryophytes femoralis,,
2007,Dryophytes gratiosus,Dryophytes gratiosus,Aves
2008,Dryophytes squirellus,Dryophytes squirellus,Aves
2009,Dryophytes versicolor,Dryophytes versicolor,Aves
2010,Dryoscopus cubla,Dryoscopus cubla,Aves
2011,Dryoscopus gambensis,Dryoscopus gambensis,Aves
2012,Dryotriorchis spectabilis,Circaetus spectabilis,Aves
2013,Dubusia castaneoventris,Dubusia castaneoventris,Aves
2014,Dubusia taeniata,Dubusia taeniata,Aves
2015,Ducula aenea,Ducula aenea,Aves
2016,Ducula badia,Ducula badia,Aves
2017,Ducula basilica,Ducula basilica,Aves
2018,Ducula bicolor,Ducula bicolor,Aves
2019,Ducula concinna,Ducula concinna,Aves
2020,Ducula lacernulata,Ducula lacernulata,Aves
2021,Ducula latrans,Ducula latrans,Aves
2022,Ducula pacifica,Ducula pacifica,Aves
2023,Ducula perspicillata,Ducula perspicillata,Aves
2024,Ducula pinon,Ducula pinon,Aves
2025,Ducula pistrinaria,Ducula pistrinaria,Aves
2026,Ducula poliocephala,Ducula poliocephala,Aves
2027,Ducula rubricera,Ducula rubricera,Aves
2028,Ducula spilorrhoa,Ducula spilorrhoa,Aves
2029,Ducula zoeae,Ducula zoeae,Aves
2030,Dulus dominicus,Dulus dominicus,Aves
2031,Dumetella carolinensis,Dumetella carolinensis,Aves
2032,Dumetia atriceps,Dumetia atriceps,Aves
2033,Dumetia hyperythra,Dumetia hyperythra,Aves
2034,Dysithamnus leucostictus,Dysithamnus leucostictus,Aves
2035,Dysithamnus mentalis,Dysithamnus mentalis,Aves
2036,Dysithamnus occidentalis,Dysithamnus occidentalis,Aves
2037,Dysithamnus plumbeus,Dysithamnus plumbeus,Aves
2038,Dysithamnus puncticeps,Dysithamnus puncticeps,Aves
2039,Dysithamnus stictothorax,Dysithamnus stictothorax,Aves
2040,Dysithamnus striaticeps,Dysithamnus striaticeps,Aves
2041,Dysithamnus xanthopterus,Dysithamnus xanthopterus,Aves
2042,Eclectus roratus,Eclectus roratus,Aves
2043,Edolisoma montanum,Edolisoma montanum,Aves
2044,Edolisoma tenuirostre,Edolisoma tenuirostre,Aves
2045,Egretta caerulea,Egretta caerulea,Aves
2046,Egretta eulophotes,Egretta eulophotes,Aves
2047,Egretta garzetta,Egretta garzetta,Aves
2048,Egretta gularis,Egretta gularis,Aves
2049,Egretta novaehollandiae,Egretta novaehollandiae,Aves
2050,Egretta rufescens,Egretta rufescens,Aves
2051,Egretta sacra,Egretta sacra,Aves
2052,Egretta thula,Egretta thula,Aves
2053,Egretta tricolor,Egretta tricolor,Aves
2054,Elachura formosa,Elachura formosa,Aves
2055,Elaenia albiceps,Elaenia albiceps,Aves
2056,Elaenia brachyptera,Elaenia brachyptera,Aves
2057,Elaenia chiriquensis,Elaenia chiriquensis,Aves
2058,Elaenia cristata,Elaenia cristata,Aves
2059,Elaenia fallax,Elaenia fallax,Aves
2060,Elaenia flavogaster,Elaenia flavogaster,Aves
2061,Elaenia frantzii,Elaenia frantzii,Aves
2062,Elaenia gigas,Elaenia gigas,Aves
2063,Elaenia martinica,Elaenia martinica,Aves
2064,Elaenia mesoleuca,Elaenia mesoleuca,Aves
2065,Elaenia obscura,Elaenia obscura,Aves
2066,Elaenia olivina,Elaenia olivina,Aves
2067,Elaenia pallatangae,Elaenia pallatangae,Aves
2068,Elaenia parvirostris,Elaenia parvirostris,Aves
2069,Elaenia ruficeps,Elaenia ruficeps,Aves
2070,Elaenia sordida,Elaenia sordida,Aves
2071,Elaenia spectabilis,Elaenia spectabilis,Aves
2072,Elaenia strepera,Elaenia strepera,Aves
2073,Elanoides forficatus,Elanoides forficatus,Aves
2074,Elanus caeruleus,Elanus caeruleus,Aves
2075,Elanus leucurus,Elanus leucurus,Aves
2076,Electron carinatum,Electron carinatum,Aves
2077,Electron platyrhynchum,Electron platyrhynchum,Aves
2078,Eleoscytalopus indigoticus,Eleoscytalopus indigoticus,Aves
2079,Eleothreptus anomalus,Eleothreptus anomalus,Aves
2080,Eleutherodactylus planirostris,,
2081,Elliotomyia chionogaster,Elliotomyia chionogaster,Aves
2082,Elminia albonotata,Elminia albonotata,Aves
2083,Elminia longicauda,Elminia longicauda,Aves
2084,Elseyornis melanops,Charadrius melanops,Aves
2085,Emarginata sinuata,Emarginata sinuata,Aves
2086,Emberiza aureola,Emberiza aureola,Aves
2087,Emberiza bruniceps,Emberiza bruniceps,Aves
2088,Emberiza buchanani,Emberiza buchanani,Aves
2089,Emberiza cabanisi,Emberiza cabanisi,Aves
2090,Emberiza caesia,Emberiza caesia,Aves
2091,Emberiza calandra,Emberiza calandra,Aves
2092,Emberiza capensis,Emberiza capensis,Aves
2093,Emberiza chrysophrys,Emberiza chrysophrys,Aves
2094,Emberiza cia,Emberiza cia,Aves
2095,Emberiza cineracea,Emberiza cineracea,Aves
2096,Emberiza cioides,Emberiza cioides,Aves
2097,Emberiza cirlus,Emberiza cirlus,Aves
2098,Emberiza citrinella,Emberiza citrinella,Aves
2099,Emberiza elegans,Emberiza elegans,Aves
2100,Emberiza flaviventris,Emberiza flaviventris,Aves
2101,Emberiza fucata,Emberiza fucata,Aves
2102,Emberiza godlewskii,Emberiza godlewskii,Aves
2103,Emberiza hortulana,Emberiza hortulana,Aves
2104,Emberiza impetuani,Emberiza impetuani,Aves
2105,Emberiza lathami,Emberiza lathami,Aves
2106,Emberiza leucocephalos,Emberiza leucocephalos,Aves
2107,Emberiza melanocephala,Emberiza melanocephala,Aves
2108,Emberiza pallasi,Emberiza pallasi,Aves
2109,Emberiza pusilla,Emberiza pusilla,Aves
2110,Emberiza rustica,Emberiza rustica,Aves
2111,Emberiza sahari,Emberiza sahari,Aves
2112,Emberiza schoeniclus,Emberiza schoeniclus,Aves
2113,Emberiza spodocephala,Emberiza spodocephala,Aves
2114,Emberiza stewarti,Emberiza stewarti,Aves
2115,Emberiza striolata,Emberiza striolata,Aves
2116,Emberiza sulphurata,Emberiza sulphurata,Aves
2117,Emberiza tahapisi,Emberiza tahapisi,Aves
2118,Emberiza tristrami,Emberiza tristrami,Aves
2119,Emberiza variabilis,Emberiza variabilis,Aves
2120,Emberiza yessoensis,Emberiza yessoensis,Aves
2121,Emberizoides herbicola,Emberizoides herbicola,Aves
2122,Emberizoides ypiranganus,Emberizoides ypiranganus,Aves
2123,Embernagra longicauda,Embernagra longicauda,Aves
2124,Embernagra platensis,Embernagra platensis,Aves
2125,Eminia lepida,Eminia lepida,Aves
2126,Empidonax affinis,Empidonax affinis,Aves
2127,Empidonax albigularis,Empidonax albigularis,Aves
2128,Empidonax alnorum,Empidonax alnorum,Aves
2129,Empidonax atriceps,Empidonax atriceps,Aves
2130,Empidonax difficilis,Empidonax difficilis,Aves
2131,Empidonax flavescens,Empidonax flavescens,Aves
2132,Empidonax flaviventris,Empidonax flaviventris,Aves
2133,Empidonax fulvifrons,Empidonax fulvifrons,Aves
2134,Empidonax hammondii,Empidonax hammondii,Aves
2135,Empidonax minimus,Empidonax minimus,Aves
2136,Empidonax oberholseri,Empidonax oberholseri,Aves
2137,Empidonax occidentalis,,
2138,Empidonax traillii,Empidonax traillii,Aves
2139,Empidonax virescens,Empidonax virescens,Aves
2140,Empidonax wrightii,Empidonax wrightii,Aves
2141,Empidonomus aurantioatrocristatus,Griseotyrannus aurantioatrocristatus,Aves
2142,Empidonomus varius,Empidonomus varius,Aves
2143,Engine,,
2144,Enicognathus ferrugineus,Enicognathus ferrugineus,Aves
2145,Enicognathus leptorhynchus,Enicognathus leptorhynchus,Aves
2146,Enicurus leschenaulti,Enicurus leschenaulti,Aves
2147,Enicurus maculatus,Enicurus maculatus,Aves
2148,Enicurus schistaceus,Enicurus schistaceus,Aves
2149,Entomodestes coracinus,Entomodestes coracinus,Aves
2150,Entomodestes leucotis,Entomodestes leucotis,Aves
2151,Entomyzon cyanotis,Entomyzon cyanotis,Aves
2152,Environmental,,
2153,Eolophus roseicapilla,Eolophus roseicapilla,Aves
2154,Eophona migratoria,Eophona migratoria,Aves
2155,Eophona personata,Eophona personata,Aves
2156,Eopsaltria australis,Eopsaltria australis,Aves
2157,Epimachus fastosus,Epimachus fastosus,Aves
2158,Epimachus meyeri,Epimachus meyeri,Aves
2159,Epinecrophylla amazonica,Epinecrophylla amazonica,Aves
2160,Epinecrophylla erythrura,Epinecrophylla erythrura,Aves
2161,Epinecrophylla fulviventris,Epinecrophylla fulviventris,Aves
2162,Epinecrophylla gutturalis,Epinecrophylla gutturalis,Aves
2163,Epinecrophylla haematonota,Epinecrophylla haematonota,Aves
2164,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,Aves
2165,Epinecrophylla ornata,Epinecrophylla ornata,Aves
2166,Epinecrophylla spodionota,Epinecrophylla spodionota,Aves
2167,Epthianura tricolor,Epthianura tricolor,Aves
2168,Eremomela gregalis,Eremomela gregalis,Aves
2169,Eremomela icteropygialis,Eremomela icteropygialis,Aves
2170,Eremomela pusilla,Eremomela pusilla,Aves
2171,Eremomela scotops,Eremomela scotops,Aves
2172,Eremophila alpestris,,
2173,Eremopterix griseus,Eremopterix griseus,Aves
2174,Eremopterix hova,Eremopterix hova,Aves
2175,Eremopterix nigriceps,Eremopterix nigriceps,Aves
2176,Erithacus rubecula,Erithacus rubecula,Aves
2177,Erpornis zantholeuca,Erpornis zantholeuca,Aves
2178,Erythrocercus holochlorus,Erythrocercus holochlorus,Aves
2179,Erythrogenys erythrocnemis,Erythrogenys erythrocnemis,Aves
2180,Erythrogenys erythrogenys,Erythrogenys erythrogenys,Aves
2181,Erythrogenys gravivox,Erythrogenys gravivox,Aves
2182,Erythrogenys hypoleucos,Erythrogenys hypoleucos,Aves
2183,Erythrogenys mcclellandi,Erythrogenys mcclellandi,Aves
2184,Erythrogenys swinhoei,Erythrogenys swinhoei,Aves
2185,Erythropitta arquata,Erythropitta arquata,Aves
2186,Erythropitta erythrogaster,Erythropitta erythrogaster,Aves
2187,Erythropitta granatina,Erythropitta granatina,Aves
2188,Erythropitta macklotii,Erythropitta macklotii,Aves
2189,Erythropitta rufiventris,Erythropitta rufiventris,Aves
2190,Erythropitta ussheri,Erythropitta ussheri,Aves
2191,Erythrura trichroa,Erythrura trichroa,Aves
2192,Esacus magnirostris,Esacus magnirostris,Aves
2193,Esacus recurvirostris,Esacus recurvirostris,Aves
2194,Estrilda astrild,Estrilda astrild,Aves
2195,Estrilda melpoda,Estrilda melpoda,Aves
2196,Estrilda nonnula,Estrilda nonnula,Aves
2197,Estrilda paludicola,Estrilda paludicola,Aves
2198,Estrilda troglodytes,Estrilda troglodytes,Aves
2199,Eubucco bourcierii,Eubucco bourcierii,Aves
2200,Eubucco richardsoni,Eubucco richardsoni,Aves
2201,Euchrepomis callinota,Euchrepomis callinota,Aves
2202,Euchrepomis humeralis,Euchrepomis humeralis,Aves
2203,Euchrepomis spodioptila,Euchrepomis spodioptila,Aves
2204,Eucometis penicillata,Eucometis penicillata,Aves
2205,Eudocimus albus,Eudocimus albus,Aves
2206,Eudromia elegans,Eudromia elegans,Aves
2207,Eudynamys melanorhynchus,Eudynamys melanorhynchus,Aves
2208,Eudynamys orientalis,Eudynamys orientalis,Aves
2209,Eudynamys scolopaceus,Eudynamys scolopaceus,Aves
2210,Eudyptes chrysocome,Eudyptes chrysocome,Aves
2211,Eudyptula minor,Eudyptula minor,Aves
2212,Eugenes fulgens,Eugenes fulgens,Aves
2213,Eugenes spectabilis,Eugenes spectabilis,Aves
2214,Eugralla paradoxa,Eugralla paradoxa,Aves
2215,Eumomota superciliosa,Eumomota superciliosa,Aves
2216,Eumyias albicaudatus,Eumyias albicaudatus,Aves
2217,Eumyias indigo,Eumyias indigo,Aves
2218,Eumyias panayensis,Eumyias panayensis,Aves
2219,Eumyias thalassinus,Eumyias thalassinus,Aves
2220,Eunemobius carolinus,Eunemobius carolinus,Aves
2221,Eunemobius confusus,,
2222,Euodice cantans,Euodice cantans,Aves
2223,Euodice malabarica,Euodice malabarica,Aves
2224,Eupetes macrocerus,Eupetes macrocerus,Aves
2225,Eupetomena cirrochloris,Eupetomena cirrochloris,Aves
2226,Eupetomena macroura,Eupetomena macroura,Aves
2227,Euphagus carolinus,Euphagus carolinus,Aves
2228,Euphagus cyanocephalus,Euphagus cyanocephalus,Aves
2229,Eupherusa eximia,Eupherusa eximia,Aves
2230,Euphonia affinis,Euphonia affinis,Aves
2231,Euphonia anneae,Euphonia anneae,Aves
2232,Euphonia cayennensis,Euphonia cayennensis,Aves
2233,Euphonia chalybea,Euphonia chalybea,Aves
2234,Euphonia chlorotica,Euphonia chlorotica,Aves
2235,Euphonia chrysopasta,Euphonia chrysopasta,Aves
2236,Euphonia concinna,Euphonia concinna,Aves
2237,Euphonia finschi,Euphonia finschi,Aves
2238,Euphonia fulvicrissa,Euphonia fulvicrissa,Aves
2239,Euphonia gouldi,Euphonia gouldi,Aves
2240,Euphonia hirundinacea,Euphonia hirundinacea,Aves
2241,Euphonia imitans,Euphonia imitans,Aves
2242,Euphonia laniirostris,Euphonia laniirostris,Aves
2243,Euphonia luteicapilla,Euphonia luteicapilla,Aves
2244,Euphonia mesochrysa,Euphonia mesochrysa,Aves
2245,Euphonia minuta,Euphonia minuta,Aves
2246,Euphonia pectoralis,Euphonia pectoralis,Aves
2247,Euphonia plumbea,Euphonia plumbea,Aves
2248,Euphonia rufiventris,Euphonia rufiventris,Aves
2249,Euphonia trinitatis,Euphonia trinitatis,Aves
2250,Euphonia violacea,Euphonia violacea,Aves
2251,Euphonia xanthogaster,Euphonia xanthogaster,Aves
2252,Euplectes afer,Euplectes afer,Aves
2253,Euplectes ardens,Euplectes ardens,Aves
2254,Euplectes capensis,Euplectes capensis,Aves
2255,Euplectes franciscanus,Euplectes franciscanus,Aves
2256,Euplectes hordeaceus,Euplectes hordeaceus,Aves
2257,Euplectes orix,Euplectes orix,Aves
2258,Euplectes progne,Euplectes progne,Aves
2259,Eupodotis afra,Afrotis afra,Aves
2260,Eupodotis afraoides,Afrotis afraoides,Aves
2261,Eupodotis caerulescens,Eupodotis caerulescens,Aves
2262,Eupodotis ruficrista,Lophotis ruficrista,Aves
2263,Eupodotis senegalensis,Eupodotis senegalensis,Aves
2264,Eupodotis vigorsii,Heterotetrax vigorsii,Aves
2265,Eupsittula aurea,Eupsittula aurea,Aves
2266,Eupsittula cactorum,Eupsittula cactorum,Aves
2267,Eupsittula canicularis,Eupsittula canicularis,Aves
2268,Eupsittula nana,Eupsittula nana,Aves
2269,Eupsittula pertinax,Eupsittula pertinax,Aves
2270,Euptilotis neoxenus,Euptilotis neoxenus,Aves
2271,Eurillas ansorgei,Eurillas ansorgei,Aves
2272,Eurillas curvirostris,Eurillas curvirostris,Aves
2273,Eurillas latirostris,Eurillas latirostris,Aves
2274,Eurillas virens,Eurillas virens,Aves
2275,Eurocephalus ruppelli,Eurocephalus ruppelli,Aves
2276,Eurostopodus argus,Eurostopodus argus,Aves
2277,Eurostopodus mystacalis,Eurostopodus mystacalis,Aves
2278,Eurylaimus javanicus,Eurylaimus javanicus,Aves
2279,Eurylaimus ochromalus,Eurylaimus ochromalus,Aves
2280,Eurypyga helias,Eurypyga helias,Aves
2281,Eurystomus glaucurus,Eurystomus glaucurus,Aves
2282,Eurystomus orientalis,Eurystomus orientalis,Aves
2283,Euscarthmus fulviceps,Euscarthmus fulviceps,Aves
2284,Euscarthmus meloryphus,Euscarthmus meloryphus,Aves
2285,Euscarthmus rufomarginatus,Euscarthmus rufomarginatus,Aves
2286,Eutoxeres aquila,Eutoxeres aquila,Aves
2287,Falco amurensis,Falco amurensis,Aves
2288,Falco berigora,Falco berigora,Aves
2289,Falco columbarius,Falco columbarius,Aves
2290,Falco deiroleucus,Falco deiroleucus,Aves
2291,Falco femoralis,Falco femoralis,Aves
2292,Falco mexicanus,Falco mexicanus,Aves
2293,Falco naumanni,Falco naumanni,Aves
2294,Falco peregrinus,Falco peregrinus,Aves
2295,Falco rufigularis,Falco rufigularis,Aves
2296,Falco rusticolus,Falco rusticolus,Aves
2297,Falco sparverius,Falco sparverius,Aves
2298,Falco subbuteo,Falco subbuteo,Aves
2299,Falco tinnunculus,Falco tinnunculus,Aves
2300,Falco vespertinus,Falco vespertinus,Aves
2301,Falculea palliata,Falculea palliata,Aves
2302,Falcunculus frontatus,Falcunculus frontatus,Aves
2303,Ferminia cerverai,Ferminia cerverai,Aves
2304,Ficedula albicilla,Ficedula albicilla,Aves
2305,Ficedula albicollis,Ficedula albicollis,Aves
2306,Ficedula basilanica,Ficedula basilanica,Aves
2307,Ficedula dumetoria,Ficedula dumetoria,Aves
2308,Ficedula elisae,Ficedula elisae,Aves
2309,Ficedula erithacus,Ficedula erithacus,Aves
2310,Ficedula hodgsoni,Ficedula hodgsoni,Aves
2311,Ficedula hyperythra,Ficedula hyperythra,Aves
2312,Ficedula hypoleuca,Ficedula hypoleuca,Aves
2313,Ficedula mugimaki,Ficedula mugimaki,Aves
2314,Ficedula narcissina,Ficedula narcissina,Aves
2315,Ficedula nigrorufa,Ficedula nigrorufa,Aves
2316,Ficedula parva,Ficedula parva,Aves
2317,Ficedula ruficauda,Ficedula ruficauda,Aves
2318,Ficedula semitorquata,Ficedula semitorquata,Aves
2319,Ficedula strophiata,Ficedula strophiata,Aves
2320,Ficedula subrubra,Ficedula subrubra,Aves
2321,Ficedula superciliaris,Ficedula superciliaris,Aves
2322,Ficedula tricolor,Ficedula tricolor,Aves
2323,Ficedula westermanni,Ficedula westermanni,Aves
2324,Ficedula zanthopygia,Ficedula zanthopygia,Aves
2325,Fireworks,,
2326,Florisuga fusca,Florisuga fusca,Aves
2327,Florisuga mellivora,Florisuga mellivora,Aves
2328,Fluvicola albiventer,Fluvicola albiventer,Aves
2329,Fluvicola nengeta,Fluvicola nengeta,Aves
2330,Fluvicola pica,Fluvicola pica,Aves
2331,Formicarius analis,Formicarius analis,Aves
2332,Formicarius colma,Formicarius colma,Aves
2333,Formicarius moniliger,Formicarius moniliger,Aves
2334,Formicarius nigricapillus,Formicarius nigricapillus,Aves
2335,Formicarius rufifrons,Formicarius rufifrons,Aves
2336,Formicarius rufipectus,Formicarius rufipectus,Aves
2337,Formicivora acutirostris,Formicivora acutirostris,Aves
2338,Formicivora erythronotos,Formicivora erythronotos,Aves
2339,Formicivora grantsaui,Formicivora grantsaui,Aves
